CaseId,b52,b73,pid,flow,cost
68, 350, 200, 8,112.8664, 31.1656
68, 350, 200, 9,118.0767, 29.3605
69, 350, 250, 1,115.5195, 46.6053
69, 350, 250, 2,117.4241, 45.0058
69, 350, 250, 3, 90.1598, 33.6053
69, 350, 250, 4, 97.0939, 30.6415
69, 350, 250, 5, 83.8194, 47.6364
69, 350, 250, 6,146.2058, 44.0199
69, 350, 250, 7,133.1205, 38.6053
69, 350, 250, 8,145.6171, 31.6053
69, 350, 250, 9,152.8905, 29.6556
70, 350, 300, 1,124.2499, 47.0441
70, 350, 300, 2,127.3533, 45.0089
70, 350, 300, 3,102.2431, 34.0441
70, 350, 300, 4,110.5259, 30.9283
70, 350, 300, 5, 98.5890, 47.9206
70, 350, 300, 6,172.6834, 44.0425
70, 350, 300, 7,155.4052, 39.0441
70, 350, 300, 8,179.8494, 32.0441
70, 350, 300, 9,189.4595, 29.9619
71, 350, 350, 1,131.8118, 47.4830
71, 350, 350, 2,136.2465, 45.0127
71, 350, 350, 3,112.7089, 34.4830
71, 350, 350, 4,122.2995, 31.2164
71, 350, 350, 5,114.1589, 48.2057
71, 350, 350, 6,200.7325, 44.0828
71, 350, 350, 7,178.5850, 39.4830
71, 350, 350, 8,215.5525, 32.4830
71, 350, 350, 9,227.7191, 30.2865
72, 350, 400, 1,145.1264, 47.6832
72, 350, 400, 2,150.8965, 45.0202
72, 350, 400, 3,131.1366, 34.6832
72, 350, 400, 4,142.5348, 31.3494
72, 350, 400, 5,115.8411, 48.3316
72, 350, 400, 6,204.0163, 44.0888
72, 350, 400, 7,180.6548, 39.6832
72, 350, 400, 8,218.8762, 32.6832
72, 350, 400, 9,231.6265, 30.4180
73, 400,   0, 1,150.5024, 47.3039
73, 400,   0, 2,155.6729, 45.0049
73, 400,   0, 3,138.5774, 34.3039
73, 400,   0, 4,  0.0000, 30.7880
73, 400,   0, 5,134.6215, 47.7866
73, 400,   0, 6,234.5162, 44.0107
73, 400,   0, 7,208.1748, 39.3039
73, 400,   0, 8,261.4003, 32.3039
73, 400,   0, 9,  0.0000, 29.7938
74, 400,  50, 1, 66.5989, 44.8412
74, 400,  50, 2, 65.7814, 45.0002
74, 400,  50, 3, 22.4522, 31.8412
74, 400,  50, 4, 23.8031, 29.5040
74, 400,  50, 5, 33.2984, 46.5039
74, 400,  50, 6, 57.2126, 44.0002
74, 400,  50, 7, 54.2839, 36.8412
74, 400,  50, 8, 25.3178, 29.8412
74, 400,  50, 9, 26.1784, 28.5040
75, 400, 100, 1, 81.3096, 45.2835
75, 400, 100, 2, 80.7758, 45.0007
75, 400, 100, 3, 42.8122, 32.2835
75, 400, 100, 4, 45.5695, 29.7868
75, 400, 100, 5, 44.4696, 46.7862
75, 400, 100, 6, 76.6365, 44.0008
75, 400, 100, 7, 72.1164, 37.2835
75, 400, 100, 8, 52.4094, 30.2835
75, 400, 100, 9, 54.4075, 28.7869
76, 400, 150, 1, 94.1019, 45.7252
76, 400, 150, 2, 94.1469, 45.0017
76, 400, 150, 3, 60.5172, 32.7252
76, 400, 150, 4, 64.6694, 30.0708
76, 400, 150, 5, 56.7553, 47.0693
76, 400, 150, 6, 98.1777, 44.0029
76, 400, 150, 7, 91.4457, 37.7252
76, 400, 150, 8, 81.8576, 30.7252
76, 400, 150, 9, 85.3117, 29.0720
77, 400, 200, 1,105.5343, 46.1656
77, 400, 200, 2,106.4074, 45.0034
77, 400, 200, 3, 76.3399, 33.1656
77, 400, 200, 4, 81.8958, 30.3556
77, 400, 200, 5, 69.8428, 47.3526
77, 400, 200, 6,121.3131, 44.0083
77, 400, 200, 7,111.7421, 38.1656
77, 400, 200, 8,112.8664, 31.1656
77, 400, 200, 9,118.0767, 29.3605
78, 400, 250, 1,115.5195, 46.6053
78, 400, 250, 2,117.4241, 45.0058
78, 400, 250, 3, 90.1598, 33.6053
78, 400, 250, 4, 97.0939, 30.6415
78, 400, 250, 5, 83.8194, 47.6364
78, 400, 250, 6,146.2058, 44.0199
78, 400, 250, 7,133.1205, 38.6053
78, 400, 250, 8,145.6171, 31.6053
78, 400, 250, 9,152.8905, 29.6556
79, 400, 300, 1,124.2499, 47.0441
79, 400, 300, 2,127.3533, 45.0089
79, 400, 300, 3,102.2431, 34.0441
79, 400, 300, 4,110.5259, 30.9283
79, 400, 300, 5, 98.5890, 47.9206
79, 400, 300, 6,172.6834, 44.0425
79, 400, 300, 7,155.4052, 39.0441
79, 400, 300, 8,179.8494, 32.0441
79, 400, 300, 9,189.4595, 29.9619
80, 400, 350, 1,131.8118, 47.4830
80, 400, 350, 2,136.2465, 45.0127
80, 400, 350, 3,112.7089, 34.4830
80, 400, 350, 4,122.2995, 31.2164
80, 400, 350, 5,114.1589, 48.2057
80, 400, 350, 6,200.7325, 44.0828
80, 400, 350, 7,178.5850, 39.4830
80, 400, 350, 8,215.5525, 32.4830
80, 400, 350, 9,227.7191, 30.2865
81, 400, 400, 1,138.2087, 47.9217
81, 400, 400, 2,144.0717, 45.0170
81, 400, 400, 3,121.5624, 34.9217
81, 400, 400, 4,132.4014, 31.5054
81, 400, 400, 5,130.5432, 48.4914
81, 400, 400, 6,230.3166, 44.1504
81, 400, 400, 7,202.6580, 39.9217
81, 400, 400, 8,252.7306, 32.9217
81, 400, 400, 9,267.5755, 30.6388
